season,home,away,week,score_home,score_away,winner,loser,team_possesion,field_position,field_team,field_yards,yards_to_td,quarter,to_go,time_left_qtr,penalty_on,penalty,penalty_yards,full_description,game_type,team_possesion_cat,team_penalty_cat,penalty_side,opportunity,yards_to_go
2009,NE,TEN,6,59,0,NE,TEN,NE,NE 30,NE,30,70,Q2,2 and 4,3:59,TEN,Encroachment,5,"(NE, NE 30, Q2, 2 and 4) (3:59) K.Faulk right guard to NE 33 for 3 yards (J.Ford, S.Tulloch). PENALTY on TEN-W.Hayes, Encroachment, 5 yards, enforced at NE 30 - No Play.",REG,NE,Opponent,Defensive Penalty,2,4
2009,NE,TEN,6,59,0,NE,TEN,NE,NE 35,NE,35,65,Q3,1 and 10,14:52,TEN,Roughing the Passer,15,"(NE, NE 35, Q3, 1 and 10) (14:52) (Shotgun) T.Brady pass short middle to W.Welker to NE 46 for 11 yards (K.Bulluck). PENALTY on TEN-T.Brown, Roughing the Passer, 15 yards, enforced at NE 46.",REG,NE,Opponent,Defensive Penalty,1,10
2009,NE,TEN,6,59,0,NE,TEN,NE,NE 44,NE,44,56,Q3,2 and 5,7:18,NE,False Start,5,"(NE, NE 44, Q3, 2 and 5) (7:18) PENALTY on NE-M.Matthews, False Start, 5 yards, enforced at NE 44 - No Play.",REG,NE,NE,Offensive Penalty,2,5
2009,NE,TEN,6,59,0,NE,TEN,NE,TEN 2,TEN,2,2,Q3,,,TEN,Neutral Zone Infraction,5,"(NE, TEN 2, Q3) (Kick formation) PENALTY on TEN-G.McRath, Neutral Zone Infraction, 5 yards, enforced between downs.",REG,NE,Opponent,Defensive Penalty,,
2009,NE,TEN,6,59,0,NE,TEN,NE,TEN 14,TEN,14,14,Q4,1 and 10,13:33,NE,False Start,5,"(NE, TEN 14, Q4, 1 and 10) (13:33) PENALTY on NE-S.Neal, False Start, 5 yards, enforced at TEN 14 - No Play.",REG,NE,NE,Offensive Penalty,1,10
2009,NE,TEN,6,59,0,NE,TEN,TEN,TEN 6,TEN,6,94,Q4,1 and 10,4:04,NE,Unsportsmanlike Conduct,15,"(TEN, TEN 6, Q4, 1 and 10) (4:04) J.Ringer up the middle to TEN 6 for no gain (J.Seau, M.Wright). PENALTY on NE-B.Lockett, Unsportsmanlike Conduct, 15 yards, enforced at TEN 6.",REG,Opponent,NE,Defensive Penalty,1,10
2009,TB,NE,7,7,35,NE,TB,TB,TB 31,TB,31,69,Q1,2 and 8,6:06,TB,Chop Block,15,"(TB, TB 31, Q1, 2 and 8) (6:06) J.Johnson pass incomplete deep right to M.Clayton. PENALTY on TB-D.Ward, Chop Block, 15 yards, enforced at TB 31 - No Play.",REG,Opponent,Opponent,Offensive Penalty,2,8
2009,TB,NE,7,7,35,NE,TB,NE,TB 11,TB,11,11,Q1,1 and 10,3:15,NE,Ineligible Downfield Pass,5,"(NE, TB 11, Q1, 1 and 10) (3:15) T.Brady pass incomplete short left to S.Aiken. PENALTY on NE-S.Neal, Ineligible Downfield Pass, 5 yards, enforced at TB 11 - No Play.",REG,NE,NE,Offensive Penalty,1,10
2009,TB,NE,7,7,35,NE,TB,NE,NE 30,NE,30,70,Q1,,,TB,Offensive Holding,10,"(NE, NE 30, Q1) S.Gostkowski kicks 65 yards from NE 30 to TB 5. S.Stroughter to TB 21 for 16 yards (P.Woods). PENALTY on TB-J.Gilmore, Offensive Holding, 10 yards, enforced at TB 21.",REG,NE,Opponent,Defensive Penalty,,
2009,TB,NE,7,7,35,NE,TB,NE,NE 25,NE,25,75,Q2,1 and 10,6:28,NE,False Start,5,"(NE, NE 25, Q2, 1 and 10) (6:28) PENALTY on NE-D.Koppen, False Start, 5 yards, enforced at NE 25 - No Play.",REG,NE,NE,Offensive Penalty,1,10
2009,TB,NE,7,7,35,NE,TB,NE,NE 46,NE,46,54,Q2,4 and 2,3:24,NE,False Start,5,"(NE, NE 46, Q2, 4 and 2) (3:24) (Punt formation) B.Hoyer up the middle to NE 46 for no gain (R.Miller). PENALTY on NE-L.Mankins, False Start, 5 yards, enforced at NE 46 - No Play.",REG,NE,NE,Offensive Penalty,4,2
2009,TB,NE,7,7,35,NE,TB,NE,NE 26,NE,26,74,Q2,2 and 10,00:59,NE,Offensive Holding,10,"(NE, NE 26, Q2, 2 and 10) (:59) (Shotgun) T.Brady pass short middle to B.Watson to NE 39 for 13 yards (B.Ruud). PENALTY on NE-L.Mankins, Offensive Holding, 10 yards, enforced at NE 26 - No Play.",REG,NE,NE,Offensive Penalty,2,10
2009,TB,NE,7,7,35,NE,TB,NE,TB 49,TB,49,49,Q3,1 and 10,12:27,NE,Offensive Holding,10,"(NE, TB 49, Q3, 1 and 10) (12:27) T.Brady pass incomplete short left to W.Welker (S.Piscitelli). PENALTY on NE-S.Vollmer, Offensive Holding, 10 yards, enforced at TB 49 - No Play.",REG,NE,NE,Offensive Penalty,1,10
2009,TB,NE,7,7,35,NE,TB,NE,TB 25,TB,25,25,Q3,1 and 10,9:46,NE,Offensive Holding,10,"(NE, TB 25, Q3, 1 and 10) (9:46) (Shotgun) T.Brady pass short middle to W.Welker to TB 19 for 6 yards (A.Hayward). PENALTY on NE-S.Vollmer, Offensive Holding, 10 yards, enforced at TB 25 - No Play.",REG,NE,NE,Offensive Penalty,1,10
2009,TB,NE,7,7,35,NE,TB,NE,NE 41,NE,41,59,Q3,3 and 1,7:19,NE,False Start,5,"(NE, NE 41, Q3, 3 and 1) (7:19) D.Connolly reported in as eligible.  PENALTY on NE-L.Mankins, False Start, 5 yards, enforced at NE 41 - No Play.",REG,NE,NE,Offensive Penalty,3,1
2009,TB,NE,7,7,35,NE,TB,TB,TB 30,TB,30,70,Q3,3 and 10,5:49,TB,Unnecessary Roughness,15,"(TB, TB 30, Q3, 3 and 10) (5:49) J.Johnson pass short right to S.Stroughter to TB 47 for 17 yards (J.Mayo). PENALTY on TB-D.Joseph, Unnecessary Roughness, 15 yards, enforced between downs.",REG,Opponent,Opponent,Offensive Penalty,3,10
2009,TB,NE,7,7,35,NE,TB,TB,NE 32,NE,32,32,Q3,1 and 10,3:03,TB,Delay of Game,5,"(TB, NE 32, Q3, 1 and 10) (3:03) J.Johnson pass incomplete short right to A.Bryant. Flea flicker Penalty on TB-D.Penn, Offensive Holding, declined. PENALTY on TB-A.Bryant, Delay of Game, 5 yards, enforced at NE 32.",REG,Opponent,Opponent,Offensive Penalty,1,10
2009,TB,NE,7,7,35,NE,TB,NE,TB 47,TB,47,47,Q4,1 and 10,13:50,NE,False Start,6,"(NE, TB 47, Q4, 1 and 10) (13:50) (No Huddle) PENALTY on NE-L.Mankins, False Start, 6 yards, enforced at TB 47 - No Play.",REG,NE,NE,Offensive Penalty,1,10
2009,TB,NE,7,7,35,NE,TB,NE,TB 41,TB,41,41,Q4,2 and 4,12:24,TB,Defensive Offside,5,"(NE, TB 41, Q4, 2 and 4) (12:24) L.Maroney up the middle to TB 39 for 2 yards (C.Hovan). PENALTY on TB-S.White, Defensive Offside, 5 yards, enforced at TB 41 - No Play.",REG,NE,Opponent,Defensive Penalty,2,4
2009,TB,NE,7,7,35,NE,TB,NE,NE 41,NE,41,59,Q4,3 and 5,5:11,NE,Illegal Shift,5,"(NE, NE 41, Q4, 3 and 5) (5:11) B.Green-Ellis right guard to NE 49 for 8 yards (J.Wilkerson). PENALTY on NE-C.Baker, Illegal Shift, 5 yards, enforced at NE 41 - No Play.",REG,NE,NE,Offensive Penalty,3,5
2009,TB,NE,7,7,35,NE,TB,NE,TB 48,TB,48,48,Q4,4 and 14,2:00,NE,False Start,5,"(NE, TB 48, Q4, 4 and 14) (2:00) (Punt formation) PENALTY on NE-P.Woods, False Start, 5 yards, enforced at TB 48 - No Play.",REG,NE,NE,Offensive Penalty,4,14
2009,TB,NE,7,7,35,NE,TB,TB,TB 28,TB,28,72,Q4,4 and 2,1:12,TB,Delay of Game,5,"(TB, TB 28, Q4, 4 and 2) (1:12) (Shotgun) PENALTY on TB-J.Freeman, Delay of Game, 5 yards, enforced at TB 28 - No Play.",REG,Opponent,Opponent,Offensive Penalty,4,2
2009,NE,MIA,9,27,17,NE,MIA,MIA,NE 29,NE,29,29,Q2,1 and 10,6:22,NE,Defensive Pass Interference,14,"(MIA, NE 29, Q2, 1 and 10) (6:22) C.Henne pass incomplete short left to G.Camarillo. PENALTY on NE-L.Bodden, Defensive Pass Interference, 14 yards, enforced at NE 29 - No Play.",REG,Opponent,NE,Defensive Penalty,1,10
2009,NE,MIA,9,27,17,NE,MIA,NE,MIA 24,MIA,24,24,Q2,1 and 10,4:16,NE,Offensive Pass Interference,11,"(NE, MIA 24, Q2, 1 and 10) (4:16) (Shotgun) T.Brady pass short middle to K.Faulk to MIA 7 for 17 yards (T.Culver, N.Jones). PENALTY on NE-B.Watson, Offensive Pass Interference, 11 yards, enforced at MIA 24 - No Play.",REG,NE,NE,Offensive Penalty,1,10
2009,NE,MIA,9,27,17,NE,MIA,NE,NE 30,NE,30,70,Q2,,,NE,Offside on Free Kick,5,"(NE, NE 30, Q2) S.Gostkowski kicks 70 yards from NE 30 to end zone, Touchback. PENALTY on NE-J.Sanders, Offside on Free Kick, 5 yards, enforced at NE 30 - No Play.",REG,NE,NE,Offensive Penalty,,
2009,NE,MIA,9,27,17,NE,MIA,NE,NE 21,NE,21,79,Q2,2 and 3,1:19,MIA,Defensive Pass Interference,13,"(NE, NE 21, Q2, 2 and 3) (1:19) (No Huddle, Shotgun) T.Brady pass incomplete short middle to S.Aiken. PENALTY on MIA-V.Davis, Defensive Pass Interference, 13 yards, enforced at NE 21 - No Play.",REG,NE,Opponent,Defensive Penalty,2,3
2009,NE,MIA,9,27,17,NE,MIA,NE,MIA 43,MIA,43,43,Q2,1 and 10,00:44,MIA,Defensive Pass Interference,17,"(NE, MIA 43, Q2, 1 and 10) (:44) (Shotgun) T.Brady pass incomplete deep right to S.Aiken. PENALTY on MIA-T.Culver, Defensive Pass Interference, 17 yards, enforced at MIA 43 - No Play.",REG,NE,Opponent,Defensive Penalty,1,10
2009,NE,MIA,9,27,17,NE,MIA,MIA,MIA 26,MIA,26,74,Q3,3 and 10,2:58,NE,Roughing the Passer,15,"(MIA, MIA 26, Q3, 3 and 10) (2:58) (Shotgun) C.Henne pass deep middle intended for B.Hartline INTERCEPTED by L.Bodden at MIA 42. L.Bodden ran ob at MIA 25 for 17 yards. Penalty on NE-L.Bodden, Illegal Use of Hands, declined. PENALTY on NE-P.Chung, Roughing the Passer, 15 yards, enforced at MIA 26 - No Play.",REG,Opponent,NE,Defensive Penalty,3,10
2009,NE,MIA,9,27,17,NE,MIA,MIA,MIA 32,MIA,32,68,Q4,3 and 10,3:05,MIA,Delay of Game,5,"(MIA, MIA 32, Q4, 3 and 10) (3:05) (Shotgun) PENALTY on MIA-C.Henne, Delay of Game, 5 yards, enforced at MIA 32 - No Play.",REG,Opponent,Opponent,Offensive Penalty,3,10
2009,NE,MIA,9,27,17,NE,MIA,NE,MIA 18,MIA,18,18,Q4,4 and 1,1:14,NE,False Start,4,"(NE, MIA 18, Q4, 4 and 1) (1:14) (Run formation) M.LeVoir reported in as eligible.  PENALTY on NE-S.Neal, False Start, 4 yards, enforced at MIA 18 - No Play.",REG,NE,NE,Offensive Penalty,4,1
2009,IND,NE,10,35,34,IND,NE,NE,IND 20,IND,20,20,Q1,2 and 9,00:51,NE,Offensive Holding,10,"(NE, IND 20, Q1, 2 and 9) (:51) (Shotgun) K.Faulk up the middle to IND 20 for no gain (F.Moala). PENALTY on NE-D.Koppen, Offensive Holding, 10 yards, enforced at IND 20 - No Play.",REG,NE,NE,Offensive Penalty,2,9
2009,IND,NE,10,35,34,IND,NE,IND,IND 24,IND,24,76,Q2,1 and 10,11:13,IND,Offensive Pass Interference,10,"(IND, IND 24, Q2, 1 and 10) (11:13) (Shotgun) P.Manning pass incomplete short middle to D.Brown. PENALTY on IND-A.Collie, Offensive Pass Interference, 10 yards, enforced at IND 24 - No Play.",REG,Opponent,Opponent,Offensive Penalty,1,10
2009,IND,NE,10,35,34,IND,NE,IND,IND 45,IND,45,55,Q2,1 and 10,5:21,NE,Defensive Pass Interference,19,"(IND, IND 45, Q2, 1 and 10) (5:21) P.Manning pass incomplete deep left to P.Garcon. PENALTY on NE-L.Bodden, Defensive Pass Interference, 19 yards, enforced at IND 45 - No Play.",REG,Opponent,NE,Defensive Penalty,1,10
2009,IND,NE,10,35,34,IND,NE,IND,IND 30,IND,30,70,Q2,3 and 5,3:48,IND,False Start,5,"(IND, IND 30, Q2, 3 and 5) (3:48) (Shotgun) PENALTY on IND-P.Garcon, False Start, 5 yards, enforced at IND 30 - No Play.",REG,Opponent,Opponent,Offensive Penalty,3,5
2009,IND,NE,10,35,34,IND,NE,IND,IND 45,IND,45,55,Q2,2 and 2,00:46,IND,Illegal Motion,5,"(IND, IND 45, Q2, 2 and 2) (:46) (No Huddle, Shotgun) P.Manning pass short right to P.Garcon to NE 48 for 7 yards (P.Chung). PENALTY on IND-D.Brown, Illegal Motion, 5 yards, enforced at IND 45 - No Play.",REG,Opponent,Opponent,Offensive Penalty,2,2
2009,IND,NE,10,35,34,IND,NE,IND,IND 38,IND,38,62,Q3,1 and 10,10:40,NE,Unsportsmanlike Conduct,12,"(IND, IND 38, Q3, 1 and 10) (10:40) P.Manning pass deep right intended for P.Garcon INTERCEPTED by L.Bodden at NE 24. L.Bodden to NE 24 for no gain (P.Garcon). PENALTY on NE-L.Bodden, Unsportsmanlike Conduct, 12 yards, enforced at NE 24.",REG,Opponent,NE,Defensive Penalty,1,10
2009,IND,NE,10,35,34,IND,NE,IND,NE 44,NE,44,44,Q4,1 and 10,3:03,NE,Defensive Pass Interference,31,"(IND, NE 44, Q4, 1 and 10) (3:03) (Shotgun) P.Manning pass incomplete deep middle to A.Collie. PENALTY on NE-D.Butler, Defensive Pass Interference, 31 yards, enforced at NE 44 - No Play.",REG,Opponent,NE,Defensive Penalty,1,10
2009,NE,NYJ,11,31,14,NE,NYJ,NE,NE 30,NE,30,70,Q1,,,NYJ,Chop Block,9,"(NE, NE 30, Q1) S.Gostkowski kicks 65 yards from NE 30 to NYJ 5. D.Lowery to NYJ 22 for 17 yards (B.McGowan, B.Green-Ellis). PENALTY on NYJ-L.Izzo, Chop Block, 9 yards, enforced at NYJ 18.",REG,NE,Opponent,Defensive Penalty,,
2009,NE,NYJ,11,31,14,NE,NYJ,NYJ,NYJ 17,NYJ,17,83,Q1,4 and 2,4:27,NE,Offensive Holding,10,"(NYJ, NYJ 17, Q1, 4 and 2) (4:27) S.Weatherford punts 49 yards to NE 34, Center-J.Dearth. W.Welker to NE 44 for 10 yards (L.Izzo). Penalty on NE-B.Lockett, Illegal Blindside Block, declined. PENALTY on NE-P.Woods, Offensive Holding, 10 yards, enforced at NE 34.",REG,Opponent,NE,Defensive Penalty,4,2
2009,NE,NYJ,11,31,14,NE,NYJ,NE,NYJ 9,NYJ,9,9,Q1,3 and 7,00:06,NYJ,Defensive Holding,5,"(NE, NYJ 9, Q1, 3 and 7) (:06) (Shotgun) T.Brady pass incomplete short middle to R.Moss. PENALTY on NYJ-D.Harris, Defensive Holding, 5 yards, enforced at NYJ 9 - No Play.",REG,NE,Opponent,Defensive Penalty,3,7
2009,NE,NYJ,11,31,14,NE,NYJ,NE,NE 21,NE,21,79,Q2,1 and 10,2:09,NE,Offensive Holding,10,"(NE, NE 21, Q2, 1 and 10) (2:09) (Shotgun) K.Faulk left end to NE 26 for 5 yards (D.Harris). PENALTY on NE-L.Mankins, Offensive Holding, 10 yards, enforced at NE 21 - No Play.",REG,NE,NE,Offensive Penalty,1,10
2009,NE,NYJ,11,31,14,NE,NYJ,NYJ,NYJ 46,NYJ,46,54,Q3,1 and 10,11:49,NYJ,False Start,5,"(NYJ, NYJ 46, Q3, 1 and 10) (11:49) (No Huddle) PENALTY on NYJ-B.Edwards, False Start, 5 yards, enforced at NYJ 46 - No Play.",REG,Opponent,Opponent,Offensive Penalty,1,10
2009,NE,NYJ,11,31,14,NE,NYJ,NYJ,NYJ 30,NYJ,30,70,Q3,,,NE,Face Mask (15 Yards),11,"(NYJ, NYJ 30, Q3) J.Feely kicks 68 yards from NYJ 30 to NE 2. J.Edelman to NE 26 for 24 yards (J.Ihedigbo, W.Wright). PENALTY on NE-B.Lockett, Face Mask (15 Yards), 11 yards, enforced at NE 22.",REG,Opponent,NE,Defensive Penalty,,
2009,NE,NYJ,11,31,14,NE,NYJ,NE,NE 31,NE,31,69,Q3,3 and 1,8:17,NYJ,Illegal Use of Hands,5,"(NE, NE 31, Q3, 3 and 1) (8:17) B.Green-Ellis up the middle to NE 35 for 4 yards (D.Harris). PENALTY on NYJ-B.Scott, Illegal Use of Hands, 5 yards, enforced at NE 35.",REG,NE,Opponent,Defensive Penalty,3,1
2009,NE,NYJ,11,31,14,NE,NYJ,NE,NE 21,NE,21,79,Q3,3 and 10,1:08,NE,Delay of Game,5,"(NE, NE 21, Q3, 3 and 10) (1:08) (Shotgun) PENALTY on NE-T.Brady, Delay of Game, 5 yards, enforced at NE 21 - No Play.",REG,NE,NE,Offensive Penalty,3,10
2009,NE,NYJ,11,31,14,NE,NYJ,NE,NE 48,NE,48,52,Q4,2 and 10,12:11,NE,Delay of Game,5,"(NE, NE 48, Q4, 2 and 10) (12:11) (Shotgun) PENALTY on NE-T.Brady, Delay of Game, 5 yards, enforced at NE 48 - No Play.",REG,NE,NE,Offensive Penalty,2,10
2009,NE,NYJ,11,31,14,NE,NYJ,NYJ,NYJ 8,NYJ,8,92,Q4,1 and 10,10:37,NYJ,False Start,4,"(NYJ, NYJ 8, Q4, 1 and 10) (10:37) T.Jones right tackle to NYJ 11 for 3 yards (A.Thomas, J.Mayo). PENALTY on NYJ-D.Keller, False Start, 4 yards, enforced at NYJ 8 - No Play.",REG,Opponent,Opponent,Offensive Penalty,1,10
2009,NE,NYJ,11,31,14,NE,NYJ,NE,NYJ 25,NYJ,25,25,Q4,1 and 10,9:53,NE,Offensive Pass Interference,10,"(NE, NYJ 25, Q4, 1 and 10) (9:53) (Shotgun) T.Brady pass incomplete deep left to R.Moss. PENALTY on NE-R.Moss, Offensive Pass Interference, 10 yards, enforced at NYJ 25 - No Play.",REG,NE,NE,Offensive Penalty,1,10
2009,NO,NE,12,38,17,NO,NE,NE,NO 32,NO,32,32,Q2,3 and 7,6:22,NO,Illegal Contact,5,"(NE, NO 32, Q2, 3 and 7) (6:22) (Shotgun) T.Brady scrambles up the middle to NO 30 for 2 yards (S.Fujita). PENALTY on NO-R.Harper, Illegal Contact, 5 yards, enforced at NO 30.",REG,NE,Opponent,Defensive Penalty,3,7
2009,NO,NE,12,38,17,NO,NE,NE,NE 35,NE,35,65,Q2,1 and 10,1:08,NO,Defensive Holding,5,"(NE, NE 35, Q2, 1 and 10) (1:08) (Shotgun) T.Brady pass incomplete short middle to W.Welker [B.McCray]. PENALTY on NO-M.Jenkins, Defensive Holding, 5 yards, enforced at NE 35 - No Play.",REG,NE,Opponent,Defensive Penalty,1,10
2009,NO,NE,12,38,17,NO,NE,NE,NE 18,NE,18,82,Q3,1 and 10,8:58,NO,Personal Foul,15,"(NE, NE 18, Q3, 1 and 10) (8:58) W.Welker right end pushed ob at NE 29 for 11 yards (J.Vilma). PENALTY on NO-J.Vilma, Personal Foul, 15 yards, enforced at NE 29.",REG,NE,Opponent,Defensive Penalty,1,10
2009,NO,NE,12,38,17,NO,NE,NO,NO 29,NO,29,71,Q4,3 and 3,2:34,NO,Offensive Holding,11,"(NO, NO 29, Q4, 3 and 3) (2:34) M.Bell left tackle to NO 34 for 5 yards (J.Mayo). NO-M.Bell was injured during the play. His return is Doubtful.  PENALTY on NO-D.Thomas, Offensive Holding, 11 yards, enforced at NO 29 - No Play.",REG,Opponent,Opponent,Offensive Penalty,3,3
2009,MIA,NE,13,22,21,MIA,NE,MIA,NE 49,NE,49,49,Q2,2 and 10,5:23,NE,Personal Foul,15,"(MIA, NE 49, Q2, 2 and 10) (5:23) C.Henne pass deep left intended for D.Bess INTERCEPTED by B.Meriweather at NE 19. B.Meriweather to NE 38 for 19 yards (A.Fasano). PENALTY on NE-V.Wilfork, Personal Foul, 15 yards, enforced at NE 38.",REG,Opponent,NE,Defensive Penalty,2,10
2009,MIA,NE,13,22,21,MIA,NE,NE,NE 23,NE,23,77,Q2,1 and 10,5:11,NE,False Start,5,"(NE, NE 23, Q2, 1 and 10) (5:11) PENALTY on NE-B.Watson, False Start, 5 yards, enforced at NE 23 - No Play.",REG,NE,NE,Offensive Penalty,1,10
2009,MIA,NE,13,22,21,MIA,NE,NE,NE 29,NE,29,71,Q3,1 and 10,12:43,NE,Offensive Holding,10,"(NE, NE 29, Q3, 1 and 10) (12:43) L.Maroney left tackle to NE 26 for -3 yards (J.Taylor). PENALTY on NE-L.Mankins, Offensive Holding, 10 yards, enforced at NE 29 - No Play.",REG,NE,NE,Offensive Penalty,1,10
2009,MIA,NE,13,22,21,MIA,NE,MIA,NE 46,NE,46,46,Q3,3 and 4,11:05,NE,Defensive Pass Interference,37,"(MIA, NE 46, Q3, 3 and 4) (11:05) C.Henne pass incomplete deep left to B.Hartline. PENALTY on NE-J.Wilhite, Defensive Pass Interference, 37 yards, enforced at NE 46 - No Play.",REG,Opponent,NE,Defensive Penalty,3,4
2009,MIA,NE,13,22,21,MIA,NE,NE,MIA 39,MIA,39,39,Q3,4 and 3,00:41,NE,Offensive Pass Interference,10,"(NE, MIA 39, Q3, 4 and 3) (:41) (Shotgun) M.LeVoir reported in as eligible.  T.Brady pass short left to W.Welker pushed ob at MIA 26 for 13 yards (S.Smith). PENALTY on NE-S.Aiken, Offensive Pass Interference, 10 yards, enforced at MIA 39 - No Play.",REG,NE,NE,Offensive Penalty,4,3
2009,MIA,NE,13,22,21,MIA,NE,NE,MIA 49,MIA,49,49,Q3,4 and 13,00:21,NE,Illegal Motion,5,"(NE, MIA 49, Q3, 4 and 13) (:21) C.Hanson punts 41 yards to MIA 8, Center-J.Ingram, downed by NE-K.Arrington. PENALTY on NE-K.Arrington, Illegal Motion, 5 yards, enforced at MIA 49 - No Play.",REG,NE,NE,Offensive Penalty,4,13
2009,MIA,NE,13,22,21,MIA,NE,NE,MIA 31,MIA,31,31,Q4,1 and 10,11:33,MIA,Defensive Holding,5,"(NE, MIA 31, Q4, 1 and 10) (11:33) S.Morris right tackle to MIA 24 for 7 yards (Y.Bell). PENALTY on MIA-P.Soliai, Defensive Holding, 5 yards, enforced at MIA 24.",REG,NE,Opponent,Defensive Penalty,1,10
2009,MIA,NE,13,22,21,MIA,NE,NE,MIA 9,MIA,9,9,Q4,1 and 9,10:51,MIA,Defensive 12 On-field,5,"(NE, MIA 9, Q4, 1 and 9) (10:51) L.Maroney right guard to MIA 9 for no gain (J.Porter). PENALTY on MIA, Defensive 12 On-field, 5 yards, enforced at MIA 9 - No Play.",REG,NE,Opponent,Defensive Penalty,1,9
2009,NE,CAR,14,20,10,NE,CAR,NE,NE 36,NE,36,64,Q1,1 and 10,13:54,CAR,Face Mask (15 Yards),15,"(NE, NE 36, Q1, 1 and 10) (13:54) (Shotgun) T.Brady pass incomplete short left to K.Faulk. PENALTY on CAR-D.Lewis, Face Mask (15 Yards), 15 yards, enforced at NE 36 - No Play.",REG,NE,Opponent,Defensive Penalty,1,10
2009,NE,CAR,14,20,10,NE,CAR,CAR,CAR 21,CAR,21,79,Q2,2 and 10,14:47,CAR,Offensive Holding,10,"(CAR, CAR 21, Q2, 2 and 10) (14:47) J.Stewart up the middle to CAR 20 for -1 yards (T.Warren, J.Green). PENALTY on CAR-S.Smith, Offensive Holding, 10 yards, enforced at CAR 21 - No Play.",REG,Opponent,Opponent,Offensive Penalty,2,10
2009,NE,CAR,14,20,10,NE,CAR,CAR,CAR 19,CAR,19,81,Q2,3 and 12,13:38,CAR,Delay of Game,5,"(CAR, CAR 19, Q2, 3 and 12) (13:38) (Shotgun) PENALTY on CAR-M.Moore, Delay of Game, 5 yards, enforced at CAR 19 - No Play.",REG,Opponent,Opponent,Offensive Penalty,3,12
2009,NE,CAR,14,20,10,NE,CAR,NE,NE 49,NE,49,51,Q2,2 and 4,2:49,CAR,Defensive Pass Interference,30,"(NE, NE 49, Q2, 2 and 4) (2:49) T.Brady pass incomplete deep right to B.Watson. PENALTY on CAR-J.Anderson, Defensive Pass Interference, 30 yards, enforced at NE 49 - No Play.",REG,NE,Opponent,Defensive Penalty,2,4
2009,NE,CAR,14,20,10,NE,CAR,NE,CAR 5,CAR,5,5,Q2,2 and 4,1:17,CAR,Defensive Holding,2,"(NE, CAR 5, Q2, 2 and 4) (1:17) (Shotgun) T.Brady pass incomplete short middle to R.Moss. PENALTY on CAR-C.Munnerlyn, Defensive Holding, 2 yards, enforced at CAR 5 - No Play.",REG,NE,Opponent,Defensive Penalty,2,4
2009,NE,CAR,14,20,10,NE,CAR,CAR,CAR 30,CAR,30,70,Q3,,,NE,Offensive Holding,10,"(CAR, CAR 30, Q3) R.Lloyd kicks 67 yards from CAR 30 to NE 3. L.Maroney to NE 21 for 18 yards (C.Martin, S.Martin). PENALTY on NE-S.Morris, Offensive Holding, 10 yards, enforced at NE 21.",REG,Opponent,NE,Defensive Penalty,,
2009,NE,CAR,14,20,10,NE,CAR,CAR,NE 45,NE,45,45,Q3,3 and 7,10:08,CAR,Illegal Shift,5,"(CAR, NE 45, Q3, 3 and 7) (10:08) M.Moore pass short right to S.Smith to NE 30 for 15 yards (J.Wilhite). PENALTY on CAR, Illegal Shift, 5 yards, enforced at NE 45 - No Play.",REG,Opponent,Opponent,Offensive Penalty,3,7
2009,NE,CAR,14,20,10,NE,CAR,CAR, 50,,50,50,Q3,,9:43,CAR,Illegal Formation,5,"(CAR, 50, Q3, 3 and 12) (9:43) M.Moore pass short right to D.Rosario to NE 43 for 7 yards (G.Guyton). Penalty on CAR, Illegal Shift, declined. PENALTY on CAR, Illegal Formation, 5 yards, enforced at 50 - No Play.",REG,Opponent,Opponent,Offensive Penalty,,
2009,NE,CAR,14,20,10,NE,CAR,NE,CAR 36,CAR,36,36,Q4,2 and 1,8:38,CAR,Illegal Use of Hands,5,"(NE, CAR 36, Q4, 2 and 1) (8:38) L.Maroney right tackle to CAR 34 for 2 yards (J.Anderson, C.Godfrey). NE-N.Kaczur was injured during the play.  PENALTY on CAR-N.Hayden, Illegal Use of Hands, 5 yards, enforced at CAR 34.",REG,NE,Opponent,Defensive Penalty,2,1
2009,NE,CAR,14,20,10,NE,CAR,NE,CAR 40,CAR,40,40,Q4,3 and 8,5:03,NE,False Start,5,"(NE, CAR 40, Q4, 3 and 8) (5:03) (Shotgun) PENALTY on NE-R.Moss, False Start, 5 yards, enforced at CAR 40 - No Play.",REG,NE,NE,Offensive Penalty,3,8
2009,NE,CAR,14,20,10,NE,CAR,NE,CAR 45,CAR,45,45,Q4,4 and 13,4:30,CAR,Roughing the Kicker,15,"(NE, CAR 45, Q4, 4 and 13) (4:30) C.Hanson punts 45 yards to end zone, Center-J.Ingram, Touchback. PENALTY on CAR-E.Brown, Roughing the Kicker, 15 yards, enforced at CAR 45 - No Play.",REG,NE,Opponent,Defensive Penalty,4,13
2009,NE,CAR,14,20,10,NE,CAR,NE,CAR 31,CAR,31,31,Q4,2 and 11,4:15,NE,Illegal Formation,5,"(NE, CAR 31, Q4, 2 and 11) (4:15) M.LeVoir reported in as eligible.  L.Maroney up the middle to CAR 30 for 1 yard (J.Beason, D.Connor). PENALTY on NE, Illegal Formation, 5 yards, enforced at CAR 31 - No Play.",REG,NE,NE,Offensive Penalty,2,11
